offer_accepted,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,1136.00,2,3,3,No,1,Medium,Low,"Medium Low Target"
No,1309.50,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,936.00,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,269.25,5,2,2,Yes,1,Medium,Medium,"Medium Low Target"
No,620.50,4,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,947.00,5,1,1,No,2,Medium,Low,"Medium Low Target"
No,785.50,2,1,1,No,1,Low,Medium,"Medium Low Target"
No,736.75,3,1,1,No,2,Low,Medium,"Medium Low Target"
No,341.50,2,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1200.25,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,856.75,3,3,1,No,1,Medium,Low,"Medium Low Target"
No,933.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1134.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,237.50,3,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,788.00,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,1067.75,2,1,1,Yes,2,Low,Medium,"Medium Low Target"
No,247.75,2,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,981.25,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1105.75,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,930.50,6,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1004.75,4,2,1,Yes,2,Low,Medium,"Medium Low Target"
No,1092.50,1,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,873.00,2,2,1,No,1,Low,Medium,"Medium Low Target"
No,1126.75,2,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1059.25,5,2,1,No,2,Medium,Low,"Medium Low Target"
No,1261.75,5,2,2,Yes,2,Low,Medium,"Medium Low Target"
No,1058.25,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1143.50,3,2,1,No,2,Medium,Low,"Medium Low Target"
No,659.00,4,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1298.75,4,2,1,Yes,3,Medium,Low,"Medium Low Target"
No,912.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1053.00,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1106.00,3,1,1,Yes,2,Low,Medium,"Medium Low Target"
No,682.25,4,2,1,No,1,Low,Medium,"Medium Low Target"
No,697.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,282.25,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1212.25,4,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,757.75,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,178.00,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,653.25,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,967.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,211.75,2,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1095.75,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1042.50,2,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1037.25,4,3,2,No,2,Medium,Low,"Medium Low Target"
No,830.00,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,1136.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1247.75,1,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1378.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,923.50,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,714.00,3,3,2,No,3,Medium,Low,"Medium Low Target"
No,673.75,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,701.25,6,1,1,No,2,Medium,Low,"Medium Low Target"
No,1450.00,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,721.75,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,658.50,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,756.00,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1173.25,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,1096.50,4,2,2,Yes,2,Medium,Low,"Medium Low Target"
No,1028.75,5,1,1,No,1,Medium,Low,"Medium Low Target"
No,807.50,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,176.00,2,2,2,No,1,Medium,Medium,"Medium Low Target"
No,1184.50,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1182.75,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,947.75,5,2,2,No,1,Low,Medium,"Medium Low Target"
No,1078.25,2,2,1,Yes,2,Low,Medium,"Medium Low Target"
No,241.75,2,1,2,Yes,2,Medium,Medium,"Medium Low Target"
No,681.75,1,2,1,No,2,Low,Medium,"Medium Low Target"
No,345.25,3,4,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1193.75,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,203.00,2,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1051.75,3,3,1,No,1,Low,Medium,"Medium Low Target"
No,832.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,831.75,3,3,1,No,1,Medium,Low,"Medium Low Target"
No,749.50,5,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,1190.25,3,1,2,No,1,Medium,Low,"Medium Low Target"
No,1063.00,6,2,2,No,2,Medium,Low,"Medium Low Target"
No,964.25,2,2,1,No,1,Low,Medium,"Medium Low Target"
No,1107.25,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,897.00,5,2,1,No,2,Low,Medium,"Medium Low Target"
Yes,1420.75,1,1,1,No,1,Medium,Low,"Medium Low Target"
No,585.75,4,1,2,No,1,Medium,Low,"Medium Low Target"
No,1216.50,6,3,2,Yes,2,Medium,Low,"Medium Low Target"
No,1211.00,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,218.25,4,2,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1066.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,954.00,6,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1039.00,6,2,2,Yes,2,Medium,Low,"Medium Low Target"
No,1006.00,2,2,1,No,1,Low,Medium,"Medium Low Target"
No,881.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,977.00,3,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,237.50,4,1,1,Yes,1,Medium,Medium,"Medium Low Target"
Yes,1288.75,3,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,1027.75,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,982.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1213.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,979.25,3,2,1,Yes,2,Low,Medium,"Medium Low Target"
No,1164.00,4,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1131.25,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,838.00,6,4,1,Yes,1,Low,Medium,"Medium Low Target"
No,1466.75,3,2,1,No,2,Medium,Low,"Medium Low Target"
No,336.00,4,2,1,No,1,Medium,Medium,"Medium Low Target"
Yes,1308.75,3,2,2,No,1,Medium,Low,"Medium Low Target"
No,767.25,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,211.00,3,3,1,No,1,Medium,Medium,"Medium Low Target"
No,258.75,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,885.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1046.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,997.50,4,4,1,No,1,Low,Medium,"Medium Low Target"
Yes,1033.75,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,222.75,3,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1039.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1399.75,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,862.50,2,1,2,No,1,Medium,Low,"Medium Low Target"
No,1309.00,1,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1349.75,3,4,1,Yes,1,Medium,Low,"Medium Low Target"
No,175.00,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1436.50,5,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,680.00,3,2,2,No,1,Medium,Low,"Medium Low Target"
Yes,1045.75,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1051.50,6,2,2,Yes,2,Medium,Low,"Medium Low Target"
No,283.75,4,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1326.25,2,1,1,Yes,2,Low,Medium,"Medium Low Target"
No,1144.50,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,272.25,5,4,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1183.75,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1216.50,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1070.75,2,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1050.50,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,205.50,2,1,2,No,1,Medium,Medium,"Medium Low Target"
No,1220.00,4,1,1,Yes,3,Medium,Low,"Medium Low Target"
No,814.75,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,719.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,722.50,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,681.25,3,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,709.00,4,2,1,No,2,Medium,Low,"Medium Low Target"
Yes,209.00,2,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1116.00,5,2,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,1058.00,3,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,1196.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,831.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,908.25,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,929.75,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1565.00,3,2,2,No,2,Medium,Low,"Medium Low Target"
No,920.50,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,751.00,2,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1160.75,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,257.00,4,1,1,No,1,Medium,Medium,"Medium Low Target"
No,801.75,2,1,1,No,1,Medium,Low,"Medium Low Target"
No,1068.00,2,1,1,No,1,Medium,Low,"Medium Low Target"
No,1071.75,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1179.00,5,2,1,No,1,Low,Medium,"Medium Low Target"
No,899.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,252.25,5,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1081.25,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,196.50,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,907.75,3,2,1,No,2,Low,Medium,"Medium Low Target"
No,1125.25,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1111.25,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1068.25,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1009.75,4,3,2,Yes,2,Medium,Low,"Medium Low Target"
No,672.50,4,1,1,No,1,Medium,Low,"Medium Low Target"
Yes,938.25,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,383.75,5,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1191.50,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,817.75,1,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,859.25,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1261.00,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,876.00,4,4,1,Yes,2,Medium,Low,"Medium Low Target"
No,901.25,3,3,1,Yes,2,Medium,Low,"Medium Low Target"
No,758.75,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1066.25,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1133.50,2,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,941.25,2,2,1,Yes,2,Low,Medium,"Medium Low Target"
No,788.50,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,237.75,3,1,1,No,1,Medium,Medium,"Medium Low Target"
No,1307.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,934.50,5,1,1,No,1,Low,Medium,"Medium Low Target"
No,1085.50,6,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,666.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,877.50,3,4,1,No,2,Medium,Low,"Medium Low Target"
No,721.50,1,4,1,No,1,Low,Medium,"Medium Low Target"
No,1152.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,945.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,993.00,6,2,1,No,1,Low,Medium,"Medium Low Target"
Yes,1304.75,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1009.50,4,1,2,No,1,Low,Medium,"Medium Low Target"
No,1088.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1186.75,2,1,1,No,1,Medium,Low,"Medium Low Target"
No,1154.00,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1205.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1008.25,4,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,958.50,4,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1255.75,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1101.25,3,3,2,Yes,2,Medium,Low,"Medium Low Target"
No,833.50,5,4,2,No,1,Medium,Low,"Medium Low Target"
No,848.50,6,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,107.75,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1022.25,3,3,2,No,1,Medium,Low,"Medium Low Target"
No,1061.25,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,954.50,4,1,1,No,2,Medium,Low,"Medium Low Target"
No,279.25,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1053.25,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1343.00,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,1094.25,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1171.75,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1327.25,4,1,2,No,1,Medium,Low,"Medium Low Target"
No,891.25,3,2,1,No,2,Medium,Low,"Medium Low Target"
No,1242.75,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1269.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,275.75,5,3,1,Yes,2,Medium,Medium,"Medium Low Target"
No,1136.00,4,1,2,Yes,2,Low,Medium,"Medium Low Target"
No,782.75,3,4,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,813.00,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1073.00,3,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1113.25,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1042.75,2,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,196.25,4,1,2,Yes,1,Medium,Medium,"Medium Low Target"
Yes,841.75,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1048.75,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,896.00,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1202.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,667.50,5,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,994.50,2,1,1,No,2,Low,Medium,"Medium Low Target"
No,718.00,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,717.25,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,230.75,3,1,1,Yes,2,Medium,Medium,"Medium Low Target"
No,939.00,2,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1332.50,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,895.00,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1120.50,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,799.50,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,321.25,3,1,2,No,1,Medium,Medium,"Medium Low Target"
No,1072.75,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,163.75,5,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,999.50,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,844.75,6,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,967.50,4,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,790.75,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1171.75,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,996.25,4,2,1,No,1,Medium,Low,"Medium Low Target"
Yes,812.25,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,1066.25,5,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,223.00,5,3,1,No,1,Medium,Medium,"Medium Low Target"
No,1065.25,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1279.75,5,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,840.00,2,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1284.00,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1253.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1483.25,4,2,1,No,2,Medium,Low,"Medium Low Target"
Yes,1406.50,4,1,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,251.50,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1101.50,3,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1214.25,4,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1001.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,758.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1066.25,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,817.00,5,1,1,No,1,Medium,Low,"Medium Low Target"
No,1088.00,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1027.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1076.75,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1411.50,4,1,2,No,1,Medium,Low,"Medium Low Target"
No,1257.75,3,2,2,Yes,2,Medium,Low,"Medium Low Target"
No,850.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,301.00,3,2,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1102.00,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1224.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,152.50,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,951.00,4,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1053.25,2,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1454.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1359.75,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1195.50,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,141.50,2,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,920.50,6,1,1,No,1,Medium,Low,"Medium Low Target"
No,823.50,6,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1447.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1093.00,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1153.75,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1147.50,3,2,3,Yes,2,Low,Medium,"Medium Low Target"
No,1233.00,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,1041.25,5,1,2,No,1,Medium,Low,"Medium Low Target"
No,819.00,3,2,3,No,1,Medium,Low,"Medium Low Target"
No,1043.25,3,4,1,Yes,1,Low,Medium,"Medium Low Target"
No,1057.25,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,313.75,5,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1004.50,1,2,1,No,1,Medium,Low,"Medium Low Target"
No,1368.50,3,3,1,No,2,Medium,Low,"Medium Low Target"
No,1018.75,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1261.50,4,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1104.25,4,2,1,No,2,Low,Medium,"Medium Low Target"
No,785.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1145.75,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1101.25,2,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,288.50,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1009.00,2,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1096.50,2,3,1,No,1,Medium,Low,"Medium Low Target"
No,848.50,5,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1095.25,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,1303.00,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,774.00,4,2,2,No,1,Low,Medium,"Medium Low Target"
No,1007.75,6,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1099.50,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,986.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,212.50,4,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,750.75,4,2,3,No,2,Medium,Low,"Medium Low Target"
Yes,992.25,4,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,748.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,951.25,3,1,2,No,1,Low,Medium,"Medium Low Target"
No,305.50,3,1,1,No,1,Medium,Medium,"Medium Low Target"
No,165.50,1,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,232.75,5,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1256.00,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,700.25,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,823.25,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1189.25,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,185.25,4,1,1,Yes,2,Medium,Medium,"Medium Low Target"
No,985.50,3,3,1,Yes,3,Low,Medium,"Medium Low Target"
No,219.50,5,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,136.00,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,894.50,5,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,1186.50,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,879.00,6,1,1,No,2,Medium,Low,"Medium Low Target"
Yes,1150.75,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1284.50,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1041.50,3,3,1,No,1,Low,Medium,"Medium Low Target"
No,686.75,6,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1145.50,5,1,2,No,2,Medium,Low,"Medium Low Target"
No,930.25,3,3,1,No,1,Low,Medium,"Medium Low Target"
No,755.50,5,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1003.75,2,1,2,No,2,Medium,Low,"Medium Low Target"
No,1100.75,2,3,2,Yes,1,Low,Medium,"Medium Low Target"
Yes,1158.00,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,967.75,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1061.00,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1208.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1415.50,4,2,1,No,1,Low,Medium,"Medium Low Target"
No,1021.00,3,3,1,No,1,Low,Medium,"Medium Low Target"
No,982.75,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1076.50,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,932.50,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1162.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1164.75,5,2,1,No,1,Low,Medium,"Medium Low Target"
No,832.25,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,758.75,2,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,736.25,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1248.00,2,4,2,Yes,1,Medium,Low,"Medium Low Target"
No,246.75,3,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,906.75,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,999.00,5,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,991.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1049.25,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,988.25,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1049.00,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,548.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1107.00,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1000.75,2,2,1,No,1,Medium,Low,"Medium Low Target"
Yes,734.50,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,918.50,5,3,3,No,1,Medium,Low,"Medium Low Target"
No,1038.25,5,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1073.50,3,3,1,No,1,Medium,Low,"Medium Low Target"
No,216.75,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,785.25,2,4,1,Yes,2,Medium,Low,"Medium Low Target"
No,1031.75,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,979.25,5,1,1,No,1,Medium,Low,"Medium Low Target"
No,191.00,5,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1114.75,4,2,3,Yes,2,Medium,Low,"Medium Low Target"
No,1259.00,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1244.00,1,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,201.00,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
Yes,986.00,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,957.50,3,1,1,No,2,Medium,Low,"Medium Low Target"
No,926.75,5,1,1,No,1,Medium,Low,"Medium Low Target"
No,648.75,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,1376.75,3,3,1,No,1,Low,Medium,"Medium Low Target"
No,212.00,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1043.75,3,2,2,No,1,Medium,Low,"Medium Low Target"
Yes,849.25,2,1,1,No,2,Medium,Low,"Medium Low Target"
No,736.75,3,2,2,Yes,3,Medium,Low,"Medium Low Target"
No,1358.50,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,998.00,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,916.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,684.75,4,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1195.50,3,2,2,No,1,Low,Medium,"Medium Low Target"
No,1178.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1185.50,3,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1088.25,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,884.00,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,1295.25,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,213.00,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,275.50,3,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1263.00,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1360.00,4,2,2,No,1,Medium,Low,"Medium Low Target"
No,813.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1261.75,2,1,2,No,1,Low,Medium,"Medium Low Target"
No,1035.25,4,3,1,No,1,Low,Medium,"Medium Low Target"
No,1226.00,2,3,1,Yes,2,Medium,Low,"Medium Low Target"
